O=C(N(CC(=O)N(CCc1cc(OC)c(OC)cc1)Cc1oc(C)cc1)CCOC)Nc1c(CC)cccc1
O=C(Cc1cscc1)N1[C@@H]2[C@@H](NC(=O)c3ccccc3)C[C@H](C1)CCC2
S=C1N(CCC(=O)N(CC)Cc2ccccc2)C(=O)/C(=C\c2cc(OC)c(OC)cc2)/S1
S(=O)(=O)(N1CCCC1)c1cc2c(n(CCC(=O)OCC)cc2)cc1
O=C(NCCC)c1c(C)nc(COc2cc(C)c(C)cc2)s1
O=C(OCC)C1=C(N)OC2=C(C(=O)CC(c3cc(OC)c(OC)cc3)C2)C1c1ccc(C)cc1
FC(F)(F)c1n2N=C(c3ccc(C(C)(C)C)cc3)Sc2nn1
O=[N+]([O-])c1c(C(=O)Nc2c3[nH]ncc3ccc2)cc(OC)c(OC)c1
Clc1cc(C(=O)N2C(COc3ccc(OC)cc3)c3c(cc(OC)c(OC)c3)CC2)ccc1
Clc1c(C)c2ncc(C(=O)OCC)c(Nc3c(C)cccn3)c2cc1
O=C(Nc1c(OC)ccc(C)c1)NC1C(=O)N(c2cc(C)cc(C)c2)CC1
S(CC(=O)N(C)C)c1n(c(-c2ccc(F)cc2)nn1)-c1ccccc1
S(=O)(=O)(CC)N1c2c(cc(NS(=O)(=O)c3c(F)cc(F)cc3)cc2)CCC1
S(=O)(=O)(N1CCCC1)c1cc2c(N(C)C(=O)C2)cc1
Clc1c(C(Nc2c3c(ccc2)cccc3)CC(=O)O)cc([N+](=O)[O-])cc1
S(=O)(=O)(N1CCCC1)c1cc(C(=O)N(CC=C)CC=C)ccc1
O=C(Nc1n(-c2ncnc3n(-c4c(C)c(C)ccc4)ncc23)nc(C)c1)c1cc(OC)c(OC)cc1
O=C(NCc1ccccc1)c1nn(CC)c2c1COCC2
O=C1/C(=C/c2ccc(N(CC)CC)cc2)/Sc2n1nc(/C=C/c1ccccc1)n2
S(=O)(=O)(N1CCC(n2c(CC)nnc2)CC1)c1c(F)cc(F)cc1
